Symbol,WinRate,Returns,Actual_Ret,Prev_Volatility,Prev_Returns_CAGR,Previous_Sharpe,No.,CAGR,Vol,Sharpe,Drawdown,Calmar
INTELLECT,68.75,1.712584103,5.268300144,0.548361345,35.28653986,0.552309898,16,6.236587061,32.44047712,0.038118646,45.01217432,0.138553339
VAKRANGEE,45.45454545,0.831408815,0.162749808,0.550762851,21.43684495,0.298437793,11,-2.05479701,39.52269514,-0.178499897,61.70596723,-0.03329981
HSCL,53.33333333,1.843402779,2.254208754,0.555189658,13.60528061,0.154997135,15,7.119600032,30.2151527,0.070150234,41.57763963,0.171236273
EROSMEDIA,56.25,4.005119813,0.107500002,0.559907879,-9.163693373,-0.252964709,16,16.88640281,42.7568565,0.277999923,19.39072545,0.870849461
HFCL,73.33333333,5.962255247,3.611701976,0.562651101,-4.996188379,-0.177662291,15,22.23477073,48.69449949,0.353936706,20.49684911,1.084789697
RNAVAL,70,4.395984751,0.077181208,0.568025654,-14.38683394,-0.341302084,10,18.13433222,56.15477754,0.233895188,19.34526148,0.937404348
TAKE,53.33333333,2.927721299,0.107811665,0.57112791,4.542341635,-0.008013238,15,12.83950561,38.45662573,0.203853184,27.51761458,0.466592247
HCC,70,3.01491369,1.634194164,0.588222652,7.435263723,0.041400373,20,13.21249575,28.31898927,0.289999607,20.93167969,0.631220043
VENKEYS,33.33333333,0.645442713,0.393561527,0.603369698,30.01831468,0.414643207,18,-4.804035854,40.80638319,-0.240257408,53.29129439,-0.090146729
JPPOWER,53.84615385,4.998282364,4.161290319,0.608907402,-18.35140578,-0.383496829,13,19.83460733,51.23397677,0.289546279,20.82462194,0.95245942
IBREALEST,61.9047619,1.775230268,0.728520458,0.610529067,9.775222661,0.078214502,21,6.666646204,38.07189585,0.043776286,53.91434972,0.123652538
JSL,68.18181818,7.853667626,8.455611238,0.62776113,-15.6669428,-0.329216669,22,26.08131358,56.00000178,0.376452016,43.4335644,0.600487525
ITI,70,2.201410305,2.369175667,0.62916561,5.903264711,0.014356549,10,9.278986387,25.82789728,0.165673045,11.42510426,0.812157699
PCJEWELLER,63.15789474,10.68687287,0.151564267,0.693911539,2.489737637,-0.036175539,19,30.52510408,65.40051121,0.390289061,19.39621235,1.573766235
JPASSOCIAT,64.28571429,5.600478331,0.741626808,0.713636307,-4.571925096,-0.134128897,14,21.37738164,50.65311639,0.323324265,19.50102971,1.096218095
RCOM,26.66666667,0.452600551,0.072210063,0.718669696,-15.9929757,-0.29210882,15,-8.528620316,15.21642459,-0.889080101,54.73994489,-0.155802501
GREENPLY,42.10526316,1.217099764,0.802685536,2.087719113,24.89790436,0.095309298,19,2.233896024,30.13909674,-0.091777932,42.4019466,0.052683808
